Strain,Country,Human_subject,Study_accession,score,Sample_accession,
GMC_3790QQ_0218_008_B11_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9926513,GMC_3790QQ_0218_008_B11_final,
GMC_3790QQ_0218_008_B12_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.991312,GMC_3790QQ_0218_008_B12_final,
GMC_3790QQ_0218_008_B3_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.8984468,GMC_3790QQ_0218_008_B3_final,
GMC_3790QQ_0218_008_B4_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9347349,GMC_3790QQ_0218_008_B4_final,
GMC_3790QQ_0218_008_B5_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9438363,GMC_3790QQ_0218_008_B5_final,
GMC_3790QQ_0218_008_B6_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,91.1713826,GMC_3790QQ_0218_008_B6_final,
GMC_3790QQ_0218_008_B7_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.8977259,GMC_3790QQ_0218_008_B7_final,
GMC_3790QQ_0218_008_B8_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,91.17433467,GMC_3790QQ_0218_008_B8_final,
GMC_3790QQ_0218_008_B9_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,91.18792693,GMC_3790QQ_0218_008_B9_final,
GMC_3790QQ_0218_008_C1_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,102.0039021,GMC_3790QQ_0218_008_C1_final,
GMC_3790QQ_0218_008_C10_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9568218,GMC_3790QQ_0218_008_C10_final,
GMC_3790QQ_0218_008_C11_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,102.0035961,GMC_3790QQ_0218_008_C11_final,
GMC_3790QQ_0218_008_C12_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9607614,GMC_3790QQ_0218_008_C12_final,
GMC_3790QQ_0218_008_C2_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,95.94353022,GMC_3790QQ_0218_008_C2_final,
GMC_3790QQ_0218_008_C3_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.4729721,GMC_3790QQ_0218_008_C3_final,
GMC_3790QQ_0218_008_C4_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,95.95762804,GMC_3790QQ_0218_008_C4_final,
GMC_3790QQ_0218_008_C5_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,91.17302003,GMC_3790QQ_0218_008_C5_final,
GMC_3790QQ_0218_008_C6_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9347349,GMC_3790QQ_0218_008_C6_final,
GMC_3790QQ_0218_008_C7_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.8839486,GMC_3790QQ_0218_008_C7_final,
GMC_3790QQ_0218_008_C8_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,91.16954725,GMC_3790QQ_0218_008_C8_final,
GMC_3790QQ_0218_008_C9_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9596006,GMC_3790QQ_0218_008_C9_final,
GMC_3790QQ_0218_008_D1_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9604209,GMC_3790QQ_0218_008_D1_final,
GMC_3790QQ_0218_008_D10_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,91.18908274,GMC_3790QQ_0218_008_D10_final,
GMC_3790QQ_0218_008_D11_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,91.17352708,GMC_3790QQ_0218_008_D11_final,
GMC_3790QQ_0218_008_D12_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9912671,GMC_3790QQ_0218_008_D12_final,
GMC_3790QQ_0218_008_D2_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,95.8681426,GMC_3790QQ_0218_008_D2_final,
GMC_3790QQ_0218_008_D3_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,95.87305136,GMC_3790QQ_0218_008_D3_final,
GMC_3790QQ_0218_008_D4_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,91.17666351,GMC_3790QQ_0218_008_D4_final,
GMC_3790QQ_0218_008_D7_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,102.0153764,GMC_3790QQ_0218_008_D7_final,
GMC_3790QQ_0218_008_D8_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,91.20658361,GMC_3790QQ_0218_008_D8_final,
GMC_3790QQ_0218_008_D9_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,91.16985527,GMC_3790QQ_0218_008_D9_final,
GMC_3790QQ_0218_008_E1_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,91.20374868,GMC_3790QQ_0218_008_E1_final,
GMC_3790QQ_0218_008_E10_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9565567,GMC_3790QQ_0218_008_E10_final,
GMC_3790QQ_0218_008_E11_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9584439,GMC_3790QQ_0218_008_E11_final,
GMC_3790QQ_0218_008_E12_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9278964,GMC_3790QQ_0218_008_E12_final,
GMC_3790QQ_0218_008_E2_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9586327,GMC_3790QQ_0218_008_E2_final,
GMC_3790QQ_0218_008_E3_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,102.0042331,GMC_3790QQ_0218_008_E3_final,
GMC_3790QQ_0218_008_E5_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9603113,GMC_3790QQ_0218_008_E5_final,
GMC_3790QQ_0218_008_E6_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,95.87297213,GMC_3790QQ_0218_008_E6_final,
GMC_3790QQ_0218_008_E7_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9781084,GMC_3790QQ_0218_008_E7_final,
GMC_3790QQ_0218_008_E8_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9916358,GMC_3790QQ_0218_008_E8_final,
GMC_3790QQ_0218_008_E9_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,102.0100537,GMC_3790QQ_0218_008_E9_final,
GMC_3790QQ_0218_008_F1_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9565567,GMC_3790QQ_0218_008_F1_final,
GMC_3790QQ_0218_008_F10_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,91.17663916,GMC_3790QQ_0218_008_F10_final,
GMC_3790QQ_0218_008_F11_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,102.0035961,GMC_3790QQ_0218_008_F11_final,
GMC_3790QQ_0218_008_F12_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9915536,GMC_3790QQ_0218_008_F12_final,
GMC_3790QQ_0218_008_F2_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,102.0035961,GMC_3790QQ_0218_008_F2_final,
GMC_3790QQ_0218_008_F3_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,91.19513224,GMC_3790QQ_0218_008_F3_final,
GMC_3790QQ_0218_008_F4_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9321608,GMC_3790QQ_0218_008_F4_final,
GMC_3790QQ_0218_008_F5_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,91.18234452,GMC_3790QQ_0218_008_F5_final,
GMC_3790QQ_0218_008_F6_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,95.99436941,GMC_3790QQ_0218_008_F6_final,
GMC_3790QQ_0218_008_F7_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,91.20374868,GMC_3790QQ_0218_008_F7_final,
GMC_3790QQ_0218_008_F8_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,91.16985527,GMC_3790QQ_0218_008_F8_final,
GMC_3790QQ_0218_008_F9_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9603113,GMC_3790QQ_0218_008_F9_final,
GMC_3790QQ_0218_008_G1_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,102.0023229,GMC_3790QQ_0218_008_G1_final,
GMC_3790QQ_0218_008_G10_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9567771,GMC_3790QQ_0218_008_G10_final,
GMC_3790QQ_0218_008_G11_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,95.82726002,GMC_3790QQ_0218_008_G11_final,
GMC_3790QQ_0218_008_G12_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9283699,GMC_3790QQ_0218_008_G12_final,
GMC_3790QQ_0218_008_G2_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9590308,GMC_3790QQ_0218_008_G2_final,
GMC_3790QQ_0218_008_G3_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.8938791,GMC_3790QQ_0218_008_G3_final,
GMC_3790QQ_0218_008_G4_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,96.20805136,GMC_3790QQ_0218_008_G4_final,
GMC_3790QQ_0218_008_G5_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9455792,GMC_3790QQ_0218_008_G5_final,
GMC_3790QQ_0218_008_G6_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.8411597,GMC_3790QQ_0218_008_G6_final,
GMC_3790QQ_0218_008_G7_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9597417,GMC_3790QQ_0218_008_G7_final,
GMC_3790QQ_0218_008_G8_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,91.18908274,GMC_3790QQ_0218_008_G8_final,
GMC_3790QQ_0218_008_G9_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,95.87297213,GMC_3790QQ_0218_008_G9_final,
GMC_3790QQ_0218_008_H1_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,91.18908274,GMC_3790QQ_0218_008_H1_final,
GMC_3790QQ_0218_008_H10_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9321608,GMC_3790QQ_0218_008_H10_final,
GMC_3790QQ_0218_008_H11_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9913068,GMC_3790QQ_0218_008_H11_final,
GMC_3790QQ_0218_008_H2_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,100.1106624,GMC_3790QQ_0218_008_H2_final,
GMC_3790QQ_0218_008_H3_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9347349,GMC_3790QQ_0218_008_H3_final,
GMC_3790QQ_0218_008_H4_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9582792,GMC_3790QQ_0218_008_H4_final,
GMC_3790QQ_0218_008_H5_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9604502,GMC_3790QQ_0218_008_H5_final,
GMC_3790QQ_0218_008_H6_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,95.8427634,GMC_3790QQ_0218_008_H6_final,
GMC_3790QQ_0218_008_H7_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,102.6878757,GMC_3790QQ_0218_008_H7_final,
GMC_3790QQ_0218_008_H8_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,91.18908274,GMC_3790QQ_0218_008_H8_final,
GMC_3790QQ_0218_008_H9_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,85.58533653,GMC_3790QQ_0218_008_H9_final,
GMC_3790QQ_0218_017_A1_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,102.0462116,GMC_3790QQ_0218_017_A1_final,
GMC_3790QQ_0218_017_A2_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,97.19946155,GMC_3790QQ_0218_017_A2_final,
GMC_3790QQ_0218_017_A3_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.872188,GMC_3790QQ_0218_017_A3_final,
GMC_3790QQ_0218_017_A4_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9321608,GMC_3790QQ_0218_017_A4_final,
GMC_3790QQ_0218_017_A5_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,83.71119749,GMC_3790QQ_0218_017_A5_final,
GMC_3790QQ_0218_017_A6_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9359609,GMC_3790QQ_0218_017_A6_final,
GMC_3790QQ_0218_017_A7_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.958436,GMC_3790QQ_0218_017_A7_final,
GMC_3790QQ_0218_017_A8_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,102.1567858,GMC_3790QQ_0218_017_A8_final,
GMC_3790QQ_0218_017_A9_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9226788,GMC_3790QQ_0218_017_A9_final,
GMC_3790QQ_0218_017_B1_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,102.129749,GMC_3790QQ_0218_017_B1_final,
GMC_3790QQ_0218_017_B2_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9434654,GMC_3790QQ_0218_017_B2_final,
GMC_3790QQ_0218_017_B3_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,97.20515433,GMC_3790QQ_0218_017_B3_final,
GMC_3790QQ_0218_017_B4_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,95.85880846,GMC_3790QQ_0218_017_B4_final,
GMC_3790QQ_0218_017_B5_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.8987496,GMC_3790QQ_0218_017_B5_final,
GMC_3790QQ_0218_017_B6_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,102.0239683,GMC_3790QQ_0218_017_B6_final,
GMC_3790QQ_0218_017_B7_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,89.55386417,GMC_3790QQ_0218_017_B7_final,
GMC_3790QQ_0218_017_B8_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.8840136,GMC_3790QQ_0218_017_B8_final,
GMC_3790QQ_0218_017_B9_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9454702,GMC_3790QQ_0218_017_B9_final,
GMC_3790QQ_0218_017_C1_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9567586,GMC_3790QQ_0218_017_C1_final,
GMC_3790QQ_0218_017_C2_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,95.8427634,GMC_3790QQ_0218_017_C2_final,
GMC_3790QQ_0218_017_C3_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,88.94303432,GMC_3790QQ_0218_017_C3_final,
GMC_3790QQ_0218_017_C4_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.8873103,GMC_3790QQ_0218_017_C4_final,
GMC_3790QQ_0218_017_C5_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.956785,GMC_3790QQ_0218_017_C5_final,
GMC_3790QQ_0218_017_C6_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,89.57504302,GMC_3790QQ_0218_017_C6_final,
GMC_3790QQ_0218_017_C7_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.960558,GMC_3790QQ_0218_017_C7_final,
GMC_3790QQ_0218_017_C8_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,86.18811286,GMC_3790QQ_0218_017_C8_final,
GMC_3790QQ_0218_017_C9_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9351482,GMC_3790QQ_0218_017_C9_final,
GMC_3790QQ_0218_017_D1_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9605115,GMC_3790QQ_0218_017_D1_final,
GMC_3790QQ_0218_017_D2_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9321608,GMC_3790QQ_0218_017_D2_final,
GMC_3790QQ_0218_017_D3_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9321608,GMC_3790QQ_0218_017_D3_final,
GMC_3790QQ_0218_017_D4_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,89.57317032,GMC_3790QQ_0218_017_D4_final,
GMC_3790QQ_0218_017_D5_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,91.17267617,GMC_3790QQ_0218_017_D5_final,
GMC_3790QQ_0218_017_D6_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,89.55475857,GMC_3790QQ_0218_017_D6_final,
GMC_3790QQ_0218_017_D7_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9286777,GMC_3790QQ_0218_017_D7_final,
GMC_3790QQ_0218_017_D8_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,86.75076474,GMC_3790QQ_0218_017_D8_final,
GMC_3790QQ_0218_017_D9_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9605667,GMC_3790QQ_0218_017_D9_final,
GMC_3790QQ_0218_017_E1_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9460545,GMC_3790QQ_0218_017_E1_final,
GMC_3790QQ_0218_017_E2_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,89.57115985,GMC_3790QQ_0218_017_E2_final,
GMC_3790QQ_0218_017_E3_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,97.1941594,GMC_3790QQ_0218_017_E3_final,
GMC_3790QQ_0218_017_E4_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,95.84910871,GMC_3790QQ_0218_017_E4_final,
GMC_3790QQ_0218_017_E5_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9611788,GMC_3790QQ_0218_017_E5_final,
GMC_3790QQ_0218_017_E6_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,102.046272,GMC_3790QQ_0218_017_E6_final,
GMC_3790QQ_0218_017_E7_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9590456,GMC_3790QQ_0218_017_E7_final,
GMC_3790QQ_0218_017_E9_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.885271,GMC_3790QQ_0218_017_E9_final,
GMC_3790QQ_0218_017_F1_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,96.20805136,GMC_3790QQ_0218_017_F1_final,
GMC_3790QQ_0218_017_F3_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,89.57115985,GMC_3790QQ_0218_017_F3_final,
GMC_3790QQ_0218_017_F4_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9321608,GMC_3790QQ_0218_017_F4_final,
GMC_3790QQ_0218_017_F5_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9235691,GMC_3790QQ_0218_017_F5_final,
GMC_3790QQ_0218_017_F6_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,89.57115985,GMC_3790QQ_0218_017_F6_final,
GMC_3790QQ_0218_017_F7_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,102.0085922,GMC_3790QQ_0218_017_F7_final,
GMC_3790QQ_0218_017_F8_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,91.16949692,GMC_3790QQ_0218_017_F8_final,
GMC_3790QQ_0218_017_F9_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,97.46816706,GMC_3790QQ_0218_017_F9_final,
GMC_3790QQ_0218_017_G1_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,91.18000721,GMC_3790QQ_0218_017_G1_final,
GMC_3790QQ_0218_017_G2_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9347349,GMC_3790QQ_0218_017_G2_final,
GMC_3790QQ_0218_017_G3_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,100.8571695,GMC_3790QQ_0218_017_G3_final,
GMC_3790QQ_0218_017_G4_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,102.1283211,GMC_3790QQ_0218_017_G4_final,
GMC_3790QQ_0218_017_G5_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,89.57317032,GMC_3790QQ_0218_017_G5_final,
GMC_3790QQ_0218_017_G6_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,98.25211911,GMC_3790QQ_0218_017_G6_final,
GMC_3790QQ_0218_017_G7_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9907338,GMC_3790QQ_0218_017_G7_final,
GMC_3790QQ_0218_017_G8_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.8798336,GMC_3790QQ_0218_017_G8_final,
GMC_3790QQ_0218_017_H1_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.8849671,GMC_3790QQ_0218_017_H1_final,
GMC_3790QQ_0218_017_H2_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9916358,GMC_3790QQ_0218_017_H2_final,
GMC_3790QQ_0218_017_H3_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,89.57317032,GMC_3790QQ_0218_017_H3_final,
GMC_3790QQ_0218_017_H4_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,102.0035961,GMC_3790QQ_0218_017_H4_final,
GMC_3790QQ_0218_017_H5_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9593371,GMC_3790QQ_0218_017_H5_final,
GMC_3790QQ_0218_017_H6_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9610017,GMC_3790QQ_0218_017_H6_final,
GMC_3790QQ_0218_017_H7_final,Cameroon_Akonetye_Baaka,3790QQ,GMC,101.9228738,GMC_3790QQ_0218_017_H7_final,
GMC_4324HL_0218_028_A1_final,Cameroon_Assok_Baaka,4324HL,GMC,99.96724044,GMC_4324HL_0218_028_A1_final,
GMC_4324HL_0218_028_A10_final,Cameroon_Assok_Baaka,4324HL,GMC,101.6151892,GMC_4324HL_0218_028_A10_final,
GMC_4324HL_0218_028_A11_final,Cameroon_Assok_Baaka,4324HL,GMC,102.4078586,GMC_4324HL_0218_028_A11_final,
GMC_4324HL_0218_028_A12_final,Cameroon_Assok_Baaka,4324HL,GMC,102.4000835,GMC_4324HL_0218_028_A12_final,
GMC_4324HL_0218_028_A2_final,Cameroon_Assok_Baaka,4324HL,GMC,98.57293391,GMC_4324HL_0218_028_A2_final,
GMC_4324HL_0218_028_A3_final,Cameroon_Assok_Baaka,4324HL,GMC,95.20276967,GMC_4324HL_0218_028_A3_final,
GMC_4324HL_0218_028_A4_final,Cameroon_Assok_Baaka,4324HL,GMC,96.25087794,GMC_4324HL_0218_028_A4_final,
GMC_4324HL_0218_028_A5_final,Cameroon_Assok_Baaka,4324HL,GMC,99.92969913,GMC_4324HL_0218_028_A5_final,
GMC_4324HL_0218_028_A6_final,Cameroon_Assok_Baaka,4324HL,GMC,89.81663083,GMC_4324HL_0218_028_A6_final,
GMC_4324HL_0218_028_A7_final,Cameroon_Assok_Baaka,4324HL,GMC,96.44661889,GMC_4324HL_0218_028_A7_final,
GMC_4324HL_0218_028_A8_final,Cameroon_Assok_Baaka,4324HL,GMC,102.5213979,GMC_4324HL_0218_028_A8_final,
GMC_4324HL_0218_028_A9_final,Cameroon_Assok_Baaka,4324HL,GMC,95.22296903,GMC_4324HL_0218_028_A9_final,
GMC_4324HL_0218_028_B1_final,Cameroon_Assok_Baaka,4324HL,GMC,102.3725058,GMC_4324HL_0218_028_B1_final,
GMC_4324HL_0218_028_B10_final,Cameroon_Assok_Baaka,4324HL,GMC,101.831398,GMC_4324HL_0218_028_B10_final,
GMC_4324HL_0218_028_B11_final,Cameroon_Assok_Baaka,4324HL,GMC,102.4226421,GMC_4324HL_0218_028_B11_final,
GMC_4324HL_0218_028_B12_final,Cameroon_Assok_Baaka,4324HL,GMC,102.3201761,GMC_4324HL_0218_028_B12_final,
GMC_4324HL_0218_028_B2_final,Cameroon_Assok_Baaka,4324HL,GMC,95.20276967,GMC_4324HL_0218_028_B2_final,
GMC_4324HL_0218_028_B3_final,Cameroon_Assok_Baaka,4324HL,GMC,95.22284773,GMC_4324HL_0218_028_B3_final,
GMC_4324HL_0218_028_B4_final,Cameroon_Assok_Baaka,4324HL,GMC,99.91465745,GMC_4324HL_0218_028_B4_final,
GMC_4324HL_0218_028_B5_final,Cameroon_Assok_Baaka,4324HL,GMC,102.522518,GMC_4324HL_0218_028_B5_final,
GMC_4324HL_0218_028_B6_final,Cameroon_Assok_Baaka,4324HL,GMC,99.94550996,GMC_4324HL_0218_028_B6_final,
GMC_4324HL_0218_028_B7_final,Cameroon_Assok_Baaka,4324HL,GMC,102.5213549,GMC_4324HL_0218_028_B7_final,
GMC_4324HL_0218_028_B8_final,Cameroon_Assok_Baaka,4324HL,GMC,99.92969913,GMC_4324HL_0218_028_B8_final,
GMC_4324HL_0218_028_B9_final,Cameroon_Assok_Baaka,4324HL,GMC,102.5213979,GMC_4324HL_0218_028_B9_final,
GMC_4324HL_0218_028_C1_final,Cameroon_Assok_Baaka,4324HL,GMC,102.5213979,GMC_4324HL_0218_028_C1_final,
GMC_4324HL_0218_028_C10_final,Cameroon_Assok_Baaka,4324HL,GMC,96.49712198,GMC_4324HL_0218_028_C10_final,
GMC_4324HL_0218_028_C11_final,Cameroon_Assok_Baaka,4324HL,GMC,93.54649042,GMC_4324HL_0218_028_C11_final,
GMC_4324HL_0218_028_C12_final,Cameroon_Assok_Baaka,4324HL,GMC,102.4078586,GMC_4324HL_0218_028_C12_final,
GMC_4324HL_0218_028_C2_final,Cameroon_Assok_Baaka,4324HL,GMC,102.0645926,GMC_4324HL_0218_028_C2_final,
GMC_4324HL_0218_028_C3_final,Cameroon_Assok_Baaka,4324HL,GMC,102.431325,GMC_4324HL_0218_028_C3_final,
GMC_4324HL_0218_028_C4_final,Cameroon_Assok_Baaka,4324HL,GMC,96.45322018,GMC_4324HL_0218_028_C4_final,
GMC_4324HL_0218_028_C5_final,Cameroon_Assok_Baaka,4324HL,GMC,99.93335096,GMC_4324HL_0218_028_C5_final,
GMC_4324HL_0218_028_C6_final,Cameroon_Assok_Baaka,4324HL,GMC,96.54377446,GMC_4324HL_0218_028_C6_final,
GMC_4324HL_0218_028_C7_final,Cameroon_Assok_Baaka,4324HL,GMC,95.21668138,GMC_4324HL_0218_028_C7_final,
GMC_4324HL_0218_028_C8_final,Cameroon_Assok_Baaka,4324HL,GMC,96.5329855,GMC_4324HL_0218_028_C8_final,
GMC_4324HL_0218_028_C9_final,Cameroon_Assok_Baaka,4324HL,GMC,102.5213549,GMC_4324HL_0218_028_C9_final,
GMC_4324HL_0218_028_D1_final,Cameroon_Assok_Baaka,4324HL,GMC,101.9095435,GMC_4324HL_0218_028_D1_final,
GMC_4324HL_0218_028_D11_final,Cameroon_Assok_Baaka,4324HL,GMC,102.4078586,GMC_4324HL_0218_028_D11_final,
GMC_4324HL_0218_028_D12_final,Cameroon_Assok_Baaka,4324HL,GMC,102.4249491,GMC_4324HL_0218_028_D12_final,
GMC_4324HL_0218_028_D2_final,Cameroon_Assok_Baaka,4324HL,GMC,99.94271329,GMC_4324HL_0218_028_D2_final,
GMC_4324HL_0218_028_D3_final,Cameroon_Assok_Baaka,4324HL,GMC,102.4820126,GMC_4324HL_0218_028_D3_final,
GMC_4324HL_0218_028_D4_final,Cameroon_Assok_Baaka,4324HL,GMC,102.530709,GMC_4324HL_0218_028_D4_final,
GMC_4324HL_0218_028_D5_final,Cameroon_Assok_Baaka,4324HL,GMC,99.96724044,GMC_4324HL_0218_028_D5_final,
GMC_4324HL_0218_028_D6_final,Cameroon_Assok_Baaka,4324HL,GMC,99.58012521,GMC_4324HL_0218_028_D6_final,
GMC_4324HL_0218_028_D7_final,Cameroon_Assok_Baaka,4324HL,GMC,96.53042027,GMC_4324HL_0218_028_D7_final,
GMC_4324HL_0218_028_D9_final,Cameroon_Assok_Baaka,4324HL,GMC,101.1460562,GMC_4324HL_0218_028_D9_final,
GMC_4324HL_0218_028_E1_final,Cameroon_Assok_Baaka,4324HL,GMC,95.20276967,GMC_4324HL_0218_028_E1_final,
GMC_4324HL_0218_028_E10_final,Cameroon_Assok_Baaka,4324HL,GMC,102.5225058,GMC_4324HL_0218_028_E10_final,
